0.149570 3.157800
0 0 0.0435922533609189
1 1 0.0174226304012522
2 0 0.0537464293796882
2 2 0.0172894291715281
3 1 0.0222982580326518
3 3 0.0128337482499641
4 0 0.0208710901332233
4 2 0.0379282519723985
4 4 0.0084548822453730
5 1 0.0018633344327570
5 3 0.0293297701866796
5 5 0.0082613871100648
6 0 0.0040575243687600
6 2 0.0260148583255288
6 4 0.0198123934826295
6 6 0.0062117309528427
7 1 0.0129263681165836
7 3 0.0257241473539549
7 5 0.0255314737778381
7 7 0.0043099067924240
8 0 0.0056550370393846
8 2 0.0149648814316588
8 4 0.0173326042709194
8 6 0.0234331066916286
8 8 0.0026890384981601
9 1 0.0009994643860376
9 3 0.0159202597537916
9 5 0.0322059863995072
9 7 0.0163174069106312
9 9 0.0021606937250787
10 0 0.0015879146221968
10 2 0.0419347945835105
10 4 0.0345611052790279
10 6 0.0404337943458033
10 8 0.0109702385322189
10 10 0.0016310331486206
11 1 0.0147985916416260
11 3 0.0147898974158212
11 5 0.0216803396542718
11 7 0.0270535192035990
11 9 0.0088298643402606
11 11 0.0009221659307450
12 0 0.0012595215760596
12 2 0.0384999895568692
12 4 0.0479750169137135
12 6 0.0431987893775165
12 8 0.0197052908452835
12 10 0.0071624629463298
12 12 0.0006338237893386
13 1 0.0164433713271986
13 3 0.0111066899558064
13 5 0.0132466956551500
13 7 0.0258746494930657
13 9 0.0154408245234798
13 11 0.0040001158007923
13 13 0.0005315928680064
14 0 0.0045370577772041
14 2 0.0239271386002490
14 4 0.0356577041536065
14 6 0.0332263562085101
14 8 0.0204577445067845
14 10 0.0135572306328700
14 12 0.0027922611489276
14 14 0.0003438486652098
15 1 0.0107211122163347
15 3 0.0080682126219021
15 5 0.0107094618375454
15 7 0.0169429454034979
15 9 0.0168902671055894
15 11 0.0074308565664439
15 13 0.0023991355206254
15 15 0.0001933350432465
16 0 0.0047974430015369
16 2 0.0138247478277387
16 4 0.0177060522120656
16 6 0.0202528590184917
16 8 0.0150302668494872
16 10 0.0151362996187712
16 12 0.0051741060805133
16 14 0.0014964983925287
16 16 0.0001578005921957
17 1 0.0039973487316303
17 3 0.0082439297851936
17 5 0.0071295565584485
17 7 0.0128938129734542
17 9 0.0167723454779972
17 11 0.0092210299158007
17 13 0.0043958413670135
17 15 0.0007976294273592
17 17 0.0001215367429558
18 0 0.0020573712139630
18 2 0.0085105559197932
18 4 0.0112795023689496
18 6 0.0107734377662887
18 8 0.0124455105709294
18 10 0.0136542328618435
18 12 0.0068006687688810
18 14 0.0025566078375059
18 16 0.0006715189908304
18 18 0.0000743357740002
19 1 0.0005689738813809
19 3 0.0025070166900803
19 5 0.0066093549069225
19 7 0.0087582689019864
19 9 0.0147002320044486
19 11 0.0119820157067787
19 13 0.0056287812316133
19 15 0.0013123248757191
19 17 0.0005290440733732
19 19 0.0000496207742230
20 0 0.0012983500254835
20 2 0.0085142951889732
20 4 0.0128379239228101
20 6 0.0065016670396500
20 8 0.0111204036922309
20 10 0.0126758138630937
20 12 0.0102957439517465
20 14 0.0047904336365186
20 16 0.0010490585695439
20 18 0.0002978238871538
20 20 0.0000352299268604
21 1 0.0014090209011871
21 3 0.0064846025576337
21 5 0.0080140134194060
21 7 0.0038850493545363
21 9 0.0120620277046369
21 11 0.0134802940797136
21 13 0.0086677222681830
21 15 0.0038358480434106
21 17 0.0007711497786546
21 19 0.0001971420847941
21 21 0.0000229263490707
22 0 0.0028459115125117
22 2 0.0048812723933906
22 4 0.0113366081402146
22 6 0.0090073692922290
22 8 0.0105493211701897
22 10 0.0136315350811472
22 12 0.0127492761610853
22 14 0.0097656115185152
22 16 0.0029982638215375
22 18 0.0004364538203168
22 20 0.0001244287159671
22 22 0.0000150296874422
23 1 0.0011726824260640
23 3 0.0073005950182351
23 5 0.0040856506441266
23 7 0.0061763162375328
23 9 0.0075223510780781
23 11 0.0106252608972938
23 13 0.0099706190441945
23 15 0.0091383932304484
23 17 0.0023911266514990
23 19 0.0002822203377089
23 21 0.0000741671908947
23 23 0.0000112364091924
24 0 0.0031814937130004
24 2 0.0014103498560565
24 4 0.0064809768464353
24 6 0.0094501709873235
24 8 0.0097126430498253
24 10 0.0169596568825169
24 12 0.0120560296818807
24 14 0.0114973757364423
24 16 0.0070154694412212
24 18 0.0021335973545717
24 20 0.0002744975340783
24 22 0.0000484636959334
24 24 0.0000067050617201
25 1 0.0028403758174224
25 3 0.0063783406477683
25 5 0.0033110537343862
25 7 0.0065529741238790
25 9 0.0029466586375659
25 11 0.0078312613348692
25 13 0.0090163003069576
25 15 0.0130051709382911
25 17 0.0061420887034896
25 19 0.0014648942577171
25 21 0.0002549238512993
25 23 0.0000409261129310
25 25 0.0000041801920826
