0.058900 5.450027
0 0 0.0431328773647532
1 1 0.0084457731280668
2 0 0.0212808319092596
2 2 0.0135257500069495
3 1 0.0108155411923167
3 3 0.0083833170643910
4 0 0.0180952908322750
4 2 0.0136697392051967
4 4 0.0174895779643697
5 1 0.0030534161486667
5 3 0.0211498565966612
5 5 0.0077108423239661
6 0 0.0009839237432160
6 2 0.0141993218943818
6 4 0.0338896666879798
6 6 0.0092805005952903
7 1 0.0128466048143072
7 3 0.0260930409182334
7 5 0.0186379777790656
7 7 0.0077397612190170
8 0 0.0164755930493872
8 2 0.0265459960340281
8 4 0.0316823836233088
8 6 0.0232667550708360
8 8 0.0079449089457267
9 1 0.0168724834576274
9 3 0.0162961745059033
9 5 0.0184732050143699
9 7 0.0190787249009165
9 9 0.0041703253368379
10 0 0.0073599655649689
10 2 0.0241483816647688
10 4 0.0279187879254217
10 6 0.0269920702439115
10 8 0.0178066838460114
10 10 0.0058751461302828
11 1 0.0123746356628768
11 3 0.0085781005596165
11 5 0.0140519323002235
11 7 0.0177000322307251
11 9 0.0109020752874714
11 11 0.0025786629468092
12 0 0.0028383886830183
12 2 0.0084857712526456
12 4 0.0251853440624818
12 6 0.0212719355978169
12 8 0.0137568403995404
12 10 0.0141722202658236
12 12 0.0035406331486585
13 1 0.0043008218634228
13 3 0.0183112362247565
13 5 0.0109100782585166
13 7 0.0112760445339626
13 9 0.0100420921848856
13 11 0.0069703193870797
13 13 0.0017749213424600
14 0 0.0066612695314704
14 2 0.0037486717045613
14 4 0.0186424267434117
14 6 0.0141795943650524
14 8 0.0101717950687071
14 10 0.0114764506976261
14 12 0.0083600181108022
14 14 0.0024170204713673
15 1 0.0043185805556891
15 3 0.0151297980664931
15 5 0.0071144924262748
15 7 0.0073454402605718
15 9 0.0066979597136473
15 11 0.0067652587561496
15 13 0.0043689761835587
15 15 0.0008984417560163
16 0 0.0040914708814602
16 2 0.0040743862081816
16 4 0.0107100093914765
16 6 0.0126848154422546
16 8 0.0094929598829385
16 10 0.0071577381274572
16 12 0.0053410550768663
16 14 0.0051807840823269
16 16 0.0008520388971950
17 1 0.0064389585993615
17 3 0.0096087908023774
17 5 0.0046469883241297
17 7 0.0051098032124257
17 9 0.0069192763200280
17 11 0.0060627412118611
17 13 0.0026089602509642
17 15 0.0019600928794285
17 17 0.0005979325721332
18 0 0.0000376958874009
18 2 0.0036176761336772
18 4 0.0085030854272875
18 6 0.0077413011066447
18 8 0.0097227170416411
18 10 0.0075644737387629
18 12 0.0039419638794963
18 14 0.0019928481939274
18 16 0.0014535477074775
18 18 0.0008347884608526
19 1 0.0044643567479127
19 3 0.0062136068069356
19 5 0.0059805306519490
19 7 0.0051092941882265
19 9 0.0062764811700496
19 11 0.0057788237804627
19 13 0.0043690826256966
19 15 0.0013354859087366
19 17 0.0011582421230063
19 19 0.0003247327807841
20 0 0.0004505619345319
20 2 0.0037372986400530
20 4 0.0043774978029548
20 6 0.0034967197836986
20 8 0.0080582354848624
20 10 0.0059474848472089
20 12 0.0051872305452193
20 14 0.0050372780277196
20 16 0.0016726206085862
20 18 0.0011406085850853
20 20 0.0004308473101456
21 1 0.0014062224381178
21 3 0.0042744515370320
21 5 0.0037119588839287
21 7 0.0050552736782477
21 9 0.0053217441956426
21 11 0.0044985140515726
21 13 0.0039877836388096
21 15 0.0046791739750335
21 17 0.0013330148329763
21 19 0.0004482371525381
21 21 0.0002350443704794
22 0 0.0004908411065517
22 2 0.0024363262046751
22 4 0.0026491623212289
22 6 0.0060185909221930
22 8 0.0046037840051985
22 10 0.0051036677825633
22 12 0.0046929020373892
22 14 0.0028336339876609
22 16 0.0041542697730938
22 18 0.0030992509304051
22 20 0.0003938974915598
22 22 0.0003254982802774
23 1 0.0016441947354498
23 3 0.0049435755020475
23 5 0.0027427027074071
23 7 0.0055445188029544
23 9 0.0037834846338658
23 11 0.0040805148739592
23 13 0.0047286548314411
23 15 0.0040479575215315
23 17 0.0043757416237833
23 19 0.0015146677210251
23 21 0.0001774385047613
23 23 0.0001392378026742
24 0 0.0010605344514593
24 2 0.0025365495290279
24 4 0.0035461300645742
24 6 0.0049068539685223
24 8 0.0042021989109622
24 10 0.0043920257308326
24 12 0.0048301000382955
24 14 0.0034758018397877
24 16 0.0030418067847848
24 18 0.0069516500716748
24 20 0.0026166006549305
24 22 0.0001408031818768
24 24 0.0001730481579549
25 1 0.0044631822151959
25 3 0.0055900295795797
25 5 0.0033152347948222
25 7 0.0087895416435844
25 9 0.0039275773823714
25 11 0.0039551782267955
25 13 0.0046434088805876
25 15 0.0035525023465788
25 17 0.0039938157629712
25 19 0.0037147889218158
25 21 0.0018751319949250
25 23 0.0001074460462814
25 25 0.0000852451584165
