0.008556 5.419209
0 0 0.0468205287101202
1 1 0.0131394500885856
2 0 0.0450148293303594
2 2 0.0155291259376267
3 1 0.0143112348691569
3 3 0.0061209065033300
4 0 0.0034076342131431
4 2 0.0374474727480007
4 4 0.0049240151698786
5 1 0.0059108901435351
5 3 0.0150613386929450
5 5 0.0044413110314330
6 0 0.0160490965622384
6 2 0.0343254393996901
6 4 0.0181384199904901
6 6 0.0045943013813658
7 1 0.0136047489075128
7 3 0.0138205526566339
7 5 0.0157396242737082
7 7 0.0036790060314895
8 0 0.0144861554883112
8 2 0.0051053513593189
8 4 0.0314090452923742
8 6 0.0189496740922742
8 8 0.0019802507672041
9 1 0.0021424718666252
9 3 0.0037835938962515
9 5 0.0242997849560805
9 7 0.0144929180509101
9 9 0.0017568404409792
10 0 0.0314739855604111
10 2 0.0149977162701353
10 4 0.0324301369071173
10 6 0.0350032339325470
10 8 0.0082775981817688
10 10 0.0007387066326608
11 1 0.0121050914115762
11 3 0.0018392172305548
11 5 0.0204179774660846
11 7 0.0233371140650365
11 9 0.0075848527947104
11 11 0.0005850115071988
12 0 0.0177948721661672
12 2 0.0083332829345100
12 4 0.0206408154831616
12 6 0.0373835042681706
12 8 0.0147554387611838
12 10 0.0036431681125541
12 12 0.0002465540659611
13 1 0.0048746309740391
13 3 0.0008609817030232
13 5 0.0094785495363939
13 7 0.0175400915148524
13 9 0.0129875135594309
13 11 0.0027820173973673
13 13 0.0002724544946367
14 0 0.0006897289027689
14 2 0.0031594619806306
14 4 0.0076270169455811
14 6 0.0260952783395570
14 8 0.0147603296704120
14 10 0.0074129303219411
14 12 0.0011750204251979
14 14 0.0002176205370627
15 1 0.0010065745121189
15 3 0.0001125185955408
15 5 0.0026083895612404
15 7 0.0041673401954691
15 9 0.0094167315505932
15 11 0.0051193667069922
15 13 0.0013627485716246
15 15 0.0000362409821911
16 0 0.0067108613474998
16 2 0.0010875275933811
16 4 0.0011862099928435
16 6 0.0151456660755383
16 8 0.0110141225516103
16 10 0.0068061255206599
16 12 0.0020827296471666
16 14 0.0011592425962403
16 16 0.0000804515340655
17 1 0.0001005793926203
17 3 0.0004558395491285
17 5 0.0018663119794630
17 7 0.0003786560543887
17 9 0.0027361193368152
17 11 0.0033266771742777
17 13 0.0024221112715471
17 15 0.0001958287142118
17 17 0.0000567631556596
18 0 0.0098423456538517
18 2 0.0038457122538714
18 4 0.0032743808276461
18 6 0.0098264563515855
18 8 0.0106036197270593
18 10 0.0010980872764192
18 12 0.0013048718653562
18 14 0.0022427053813075
18 16 0.0004184539549185
18 18 0.0000311988200882
19 1 0.0030498607867663
19 3 0.0001506423527170
19 5 0.0023754631834784
19 7 0.0043684843257552
19 9 0.0034146040695187
19 11 0.0032681144715510
19 13 0.0008474771390169
19 15 0.0004041005695949
19 17 0.0002912326910690
19 19 0.0000208150805472
20 0 0.0097662083514208
20 2 0.0010747732821053
20 4 0.0065987258264800
20 6 0.0044444145522935
20 8 0.0112327020561482
20 10 0.0077004980107821
20 12 0.0037804149115665
20 14 0.0008543285222651
20 16 0.0006789505256269
20 18 0.0001531393097302
20 20 0.0000148652597521
21 1 0.0074718349348385
21 3 0.0001782245714642
21 5 0.0011714263487135
21 7 0.0027492276969920
21 9 0.0027091701657815
21 11 0.0071840181930126
21 13 0.0051801017346524
21 15 0.0004809916847354
21 17 0.0003831984555131
21 19 0.0001077970636591
21 21 0.0000114161660555
22 0 0.0061305002181431
22 2 0.0022655475009782
22 4 0.0051165055573644
22 6 0.0023333811104394
22 8 0.0073046851956741
22 10 0.0080878808652821
22 12 0.0075209823798566
22 14 0.0054888362214233
22 16 0.0006084167924445
22 18 0.0001228227491608
22 20 0.0000770833545669
22 22 0.0000057605101330
23 1 0.0045704877988466
23 3 0.0007506101266042
23 5 0.0011629670467480
23 7 0.0037891600094404
23 9 0.0042600531004316
23 11 0.0055862228483227
23 13 0.0084790847974157
23 15 0.0010917269416741
23 17 0.0010129680418477
23 19 0.0001197781742733
23 21 0.0000630653031417
23 23 0.0000030551380925
24 0 0.0020810099376582
24 2 0.0011495020267094
24 4 0.0007984753436008
24 6 0.0050212014863721
24 8 0.0034234710119490
24 10 0.0032244446446008
24 12 0.0086527754419415
24 14 0.0118007923337085
24 16 0.0041099525303405
24 18 0.0010678044593026
24 20 0.0001039160436750
24 22 0.0000364805119603
24 24 0.0000037954540453
25 1 0.0009776304293693
25 3 0.0007792562370261
25 5 0.0021105591562936
25 7 0.0039544646228079
25 9 0.0014118732344556
25 11 0.0037088461478827
25 13 0.0059395308063955
25 15 0.0015004638111232
25 17 0.0043514101796375
25 19 0.0006344569509091
25 21 0.0001010703155616
25 23 0.0000145176964421
25 25 0.0000035913027533
