0.014560 5.711623
0 0 0.0622106781963421
1 1 0.0117499400503657
2 0 0.0446333659043315
2 2 0.0227564175793259
3 1 0.0159245033928538
3 3 0.0032757648230301
4 0 0.0032406120895637
4 2 0.0145695426902291
4 4 0.0128869270433745
5 1 0.0047789484376719
5 3 0.0017051316962621
5 5 0.0042808485512359
6 0 0.0016315324371073
6 2 0.0106265847010783
6 4 0.0207165836469802
6 6 0.0108684368349291
7 1 0.0052472036762172
7 3 0.0023079684463675
7 5 0.0105074689883260
7 7 0.0057777938874250
8 0 0.0028079324980924
8 2 0.0235870524235879
8 4 0.0354516346535429
8 6 0.0181864567269727
8 8 0.0153907272287371
9 1 0.0018423358524738
9 3 0.0066130121243286
9 5 0.0153535739264723
9 7 0.0081672245543893
9 9 0.0068914105916999
10 0 0.0000831405548295
10 2 0.0226889239480682
10 4 0.0351198238326653
10 6 0.0264281541113061
10 8 0.0183673373615982
10 10 0.0105930016100649
11 1 0.0090401838169565
11 3 0.0121889780090778
11 5 0.0093778411180570
11 7 0.0104061864173222
11 9 0.0104377790129244
11 11 0.0048250102586456
12 0 0.0034836772369226
12 2 0.0091654362125147
12 4 0.0219145294467354
12 6 0.0228791024533416
12 8 0.0168739256714076
12 10 0.0128947703725831
12 12 0.0042986518549506
13 1 0.0071287421065492
13 3 0.0122181449043106
13 5 0.0063285597489312
13 7 0.0122082396227974
13 9 0.0096108968112031
13 11 0.0052343699789440
13 13 0.0031393938718970
14 0 0.0030844115560500
14 2 0.0035484307597369
14 4 0.0117886227636628
14 6 0.0165256058927998
14 8 0.0142406476095081
14 10 0.0117570025541274
14 12 0.0047658874248303
14 14 0.0030059805622438
15 1 0.0008708670238464
15 3 0.0071813984901110
15 5 0.0058224589499707
15 7 0.0075321864449828
15 9 0.0068264893185828
15 11 0.0064183073128900
15 13 0.0040199743095123
15 15 0.0024399969488461
16 0 0.0014219069551618
16 2 0.0029128254519841
16 4 0.0073995777414214
16 6 0.0087426758534077
16 8 0.0077078608263482
16 10 0.0088350558044380
16 12 0.0051440235420946
16 14 0.0026866954127117
16 16 0.0016520451432421
17 1 0.0030975537450720
17 3 0.0019863222601867
17 5 0.0048340858445661
17 7 0.0033743438736489
17 9 0.0058182344478259
17 11 0.0053791869607476
17 13 0.0045436788980949
17 15 0.0021548254325514
17 17 0.0018131427069142
18 0 0.0003299525508331
18 2 0.0042056864708875
18 4 0.0062446146076797
18 6 0.0029191150824895
18 8 0.0068320518651654
18 10 0.0078390576618041
18 12 0.0041341207166268
18 14 0.0036447109417590
18 16 0.0028393916140974
18 18 0.0011271350633263
19 1 0.0037181004484060
19 3 0.0022145241843804
19 5 0.0056847121429679
19 7 0.0030500097267608
19 9 0.0046761372989451
19 11 0.0038317204992368
19 13 0.0043193546022693
19 15 0.0025460849205198
19 17 0.0019395876947015
19 19 0.0010988863956156
20 0 0.0005842078097819
20 2 0.0049453112391812
20 4 0.0052120373970399
20 6 0.0048204370987373
20 8 0.0084074567898523
20 10 0.0080572564109612
20 12 0.0054816688246293
20 14 0.0041476750258743
20 16 0.0029174534277660
20 18 0.0026024509396772
20 20 0.0012227572447064
21 1 0.0023688804117924
21 3 0.0037979002274962
21 5 0.0053775785380184
21 7 0.0056851463276119
21 9 0.0063720640092647
21 11 0.0054064404989435
21 13 0.0065089973188789
21 15 0.0038882608404772
21 17 0.0026983364423293
21 19 0.0022622142268808
21 21 0.0012031727838600
22 0 0.0000666465903581
22 2 0.0047129268891645
22 4 0.0036404327852129
22 6 0.0068252136534180
22 8 0.0065108952534972
22 10 0.0082424871015813
22 12 0.0062975135921523
22 14 0.0050904560014156
22 16 0.0040611706599419
22 18 0.0022290578898184
22 20 0.0020568951465925
22 22 0.0011367419551104
23 1 0.0012875610449497
23 3 0.0027280967310979
23 5 0.0052707252516348
23 7 0.0057242747015439
23 9 0.0063461374534234
23 11 0.0059731473025668
23 13 0.0075561954194068
23 15 0.0046783777875809
23 17 0.0030683215198039
23 19 0.0022951778436568
23 21 0.0021190046422589
23 23 0.0013431670345104
24 0 0.0010854931396611
24 2 0.0039535178995826
24 4 0.0027082520271440
24 6 0.0076805124527506
24 8 0.0047309617073542
24 10 0.0074294963493982
24 12 0.0057509000960774
24 14 0.0042779967202350
24 16 0.0059872469096849
24 18 0.0037806782371853
24 20 0.0018795043803261
24 22 0.0023131099295796
24 24 0.0012442577385467
25 1 0.0009962782986467
25 3 0.0017578372298957
25 5 0.0054727651839235
25 7 0.0064776876689176
25 9 0.0035623598606767
25 11 0.0049567097173682
25 13 0.0073874180808067
25 15 0.0049619945791752
25 17 0.0036703818803870
25 19 0.0037050721912622
25 21 0.0021628737723440
25 23 0.0018502951333863
25 25 0.0014000623935852
