0.088032 3.146750
0 0 0.0528229714857077
1 1 0.0034329055564387
2 0 0.0509556823656145
2 2 0.0050976972731035
3 1 0.0074602514005849
3 3 0.0051829762049499
4 0 0.0032582243740538
4 2 0.0166431895811973
4 4 0.0035703624342057
5 1 0.0102245854495266
5 3 0.0100008182599323
5 5 0.0098255815210759
6 0 0.0071895308497411
6 2 0.0299722111943933
6 4 0.0116430023722542
6 6 0.0045165280406766
7 1 0.0133934518898436
7 3 0.0080430500666082
7 5 0.0323291708104117
7 7 0.0045242425452376
8 0 0.0102801476514682
8 2 0.0161292980942101
8 4 0.0253894759655166
8 6 0.0163981904316839
8 8 0.0032745390963969
9 1 0.0094841723109385
9 3 0.0120046689457012
9 5 0.0492130717121913
9 7 0.0163420685999973
9 9 0.0022944322061936
10 0 0.0100607211895346
10 2 0.0278770472115072
10 4 0.0319045707458055
10 6 0.0271490658386637
10 8 0.0123815331058651
10 10 0.0016803978627722
11 1 0.0082299650768287
11 3 0.0124172346100751
11 5 0.0479454127919590
11 7 0.0262926313149994
11 9 0.0087041229835711
11 11 0.0008514130147782
12 0 0.0000639858284447
12 2 0.0438869860673687
12 4 0.0207706270668736
12 6 0.0272476418043447
12 8 0.0198572785077970
12 10 0.0067249225543396
12 12 0.0006379865518004
13 1 0.0093752560383820
13 3 0.0083335864668510
13 5 0.0338455131812440
13 7 0.0267664745996528
13 9 0.0134055573413109
13 11 0.0033156598852352
13 13 0.0003002270556973
14 0 0.0008972803127996
14 2 0.0305165250289269
14 4 0.0089691072354111
14 6 0.0190669346825394
14 8 0.0180989468727062
14 10 0.0111556527684599
14 12 0.0025553990870998
14 14 0.0002201413164523
15 1 0.0058363477836014
15 3 0.0076285663777718
15 5 0.0158065460209751
15 7 0.0199661651589233
15 9 0.0113151620628804
15 11 0.0051282230878589
15 13 0.0012062119661281
15 15 0.0002122244861427
16 0 0.0017321898440603
16 2 0.0144143073046267
16 4 0.0070912643483522
16 6 0.0106653872265919
16 8 0.0118583253032683
16 10 0.0107590418906170
16 12 0.0040458599986064
16 14 0.0007873364450256
16 16 0.0001222777863490
17 1 0.0020976461264980
17 3 0.0057329212293451
17 5 0.0021590982057216
17 7 0.0115843433661119
17 9 0.0082210079539756
17 11 0.0056288879505922
17 13 0.0019439545836121
17 15 0.0008490198262418
17 17 0.0001176779174540
18 0 0.0024348343867536
18 2 0.0064608631979371
18 4 0.0061028172674729
18 6 0.0037255639423694
18 8 0.0091126417720730
18 10 0.0082576139046393
18 12 0.0049072563956590
18 14 0.0008962298579040
18 16 0.0004499635677324
18 18 0.0000769116709756
19 1 0.0012105842203149
19 3 0.0009153350132401
19 5 0.0029023602575347
19 7 0.0053514883763296
19 9 0.0078602697466655
19 11 0.0060599018469869
19 13 0.0027170598733158
19 15 0.0010653216459240
19 17 0.0004428269712128
19 19 0.0000558878199732
20 0 0.0028500676318870
20 2 0.0018101634266693
20 4 0.0058540468771358
20 6 0.0034296675344595
20 8 0.0060240007090559
20 10 0.0055549219541353
20 12 0.0062002615990059
20 14 0.0020163452464029
20 16 0.0005572399990107
20 18 0.0002995615598678
20 20 0.0000372320062145
21 1 0.0016864186068423
21 3 0.0039664851672496
21 5 0.0020986865275800
21 7 0.0036865996920046
21 9 0.0065568741013408
21 11 0.0043148975904905
21 13 0.0040038570783632
21 15 0.0020412292194776
21 17 0.0005452947690678
21 19 0.0002139066960651
21 21 0.0000260079614668
22 0 0.0025304453779231
22 2 0.0033850394683839
22 4 0.0056148121670450
22 6 0.0039082123973308
22 8 0.0029141098045979
22 10 0.0053346345581016
22 12 0.0033770973068379
22 14 0.0032770869002086
22 16 0.0017864651312374
22 18 0.0003256856134713
22 20 0.0001325904225172
22 22 0.0000163649037977
23 1 0.0034889103590830
23 3 0.0027570773358853
23 5 0.0038069426744557
23 7 0.0049283203381089
23 9 0.0049809769033721
23 11 0.0070723362313451
23 13 0.0045282717354191
23 15 0.0049167259577482
23 17 0.0023590217945524
23 19 0.0002465558667313
23 21 0.0001003845935105
23 23 0.0000138582552310
24 0 0.0017123164399438
24 2 0.0028023089365896
24 4 0.0043488954525777
24 6 0.0044754258583041
24 8 0.0038045560233518
24 10 0.0058712683201753
24 12 0.0047983255776447
24 14 0.0033152957904409
24 16 0.0035672404258039
24 18 0.0017816860919465
24 20 0.0002559182909939
24 22 0.0000550905321113
24 24 0.0000097223351135
25 1 0.0020785523883625
25 3 0.0015645988715462
25 5 0.0046575637314908
25 7 0.0043751237811346
25 9 0.0038643965168702
25 11 0.0077255014107562
25 13 0.0064544879425788
25 15 0.0059272792973181
25 17 0.0051649038284774
25 19 0.0017561881646611
25 21 0.0002282525532326
25 23 0.0000603444904685
25 25 0.0000074581197503
