0.008547 6.572824
0 0 0.0590551022593780
1 1 0.0101819596286277
2 0 0.0461939957187091
2 2 0.0130875727482711
3 1 0.0103958029278833
3 3 0.0132457456359765
4 0 0.0027061905654385
4 2 0.0122616908761022
4 4 0.0142682854246776
5 1 0.0037092428207953
5 3 0.0290488585218031
5 5 0.0086779506642091
6 0 0.0074241921990685
6 2 0.0226098994586879
6 4 0.0209997705523708
6 6 0.0117524924173521
7 1 0.0082896777688995
7 3 0.0208554202628755
7 5 0.0076081627741668
7 7 0.0132003900204097
8 0 0.0023556067866729
8 2 0.0149860507306736
8 4 0.0224093226919602
8 6 0.0245126387361377
8 8 0.0089248646294924
9 1 0.0088679238520528
9 3 0.0150372164172905
9 5 0.0118284891032043
9 7 0.0184714390762924
9 9 0.0083571268827397
10 0 0.0013216301842382
10 2 0.0345968804406611
10 4 0.0224608525468060
10 6 0.0467060305951369
10 8 0.0172620616249597
10 10 0.0076464000130938
11 1 0.0216643182332508
11 3 0.0411970483705694
11 5 0.0127827793585075
11 7 0.0280169979139104
11 9 0.0096272054400721
11 11 0.0079291617813092
12 0 0.0022629400084093
12 2 0.0332021713887699
12 4 0.0199418174242655
12 6 0.0542213057109265
12 8 0.0214602266970264
12 10 0.0117867000457361
12 12 0.0055447433308275
13 1 0.0187049500080794
13 3 0.0389590156664372
13 5 0.0069921726135614
13 7 0.0294760616444961
13 9 0.0070435011234294
13 11 0.0080687826850663
13 13 0.0056323257447463
14 0 0.0000438731771134
14 2 0.0203801624621047
14 4 0.0142410940809443
14 6 0.0404865978858864
14 8 0.0199016679752307
14 10 0.0106882287786419
14 12 0.0077051776896237
14 14 0.0031792308810129
15 1 0.0101495018628448
15 3 0.0208731306422460
15 5 0.0055728489040575
15 7 0.0180196882021676
15 9 0.0077661419890094
15 11 0.0060465884299442
15 13 0.0041292485521669
15 15 0.0028192130508180
16 0 0.0036208796233484
16 2 0.0092280026010955
16 4 0.0095562724487511
16 6 0.0179258462769314
16 8 0.0163562159904368
16 10 0.0083081617964874
16 12 0.0066673940390912
16 14 0.0030808633816610
16 16 0.0016977283454806
17 1 0.0048924440339984
17 3 0.0090464055126515
17 5 0.0053508947803427
17 7 0.0065547293000000
17 9 0.0079746695742224
17 11 0.0058884021400713
17 13 0.0033008600130100
17 15 0.0013538303801721
17 17 0.0013574974722045
18 0 0.0037205959013435
18 2 0.0062178288997157
18 4 0.0065030159677548
18 6 0.0061945585207204
18 8 0.0103354403769487
18 10 0.0094569766459265
18 12 0.0065077557389945
18 14 0.0021594858186494
18 16 0.0018656629101285
18 18 0.0012089507473424
19 1 0.0011753382468160
19 3 0.0068643590238149
19 5 0.0052384974358648
19 7 0.0072771529519910
19 9 0.0042490953093978
19 11 0.0072988805458812
19 13 0.0048041498072474
19 15 0.0016689609187878
19 17 0.0012462753271719
19 19 0.0009720520659829
20 0 0.0002757280972658
20 2 0.0060579137679054
20 4 0.0054017749589216
20 6 0.0063351751280381
20 8 0.0060981026469025
20 10 0.0126913379999244
20 12 0.0080801148703679
20 14 0.0049611716698448
20 16 0.0018361585776175
20 18 0.0018307912910990
20 20 0.0009535731571717
21 1 0.0037319271412210
21 3 0.0063078366570906
21 5 0.0071233691882521
21 7 0.0086563143692755
21 9 0.0033673105718115
21 11 0.0076285926908954
21 13 0.0068476803876356
21 15 0.0023856709673160
21 17 0.0025077841294693
21 19 0.0018106641200636
21 21 0.0015992228643387
22 0 0.0021144067840521
22 2 0.0026345362814866
22 4 0.0040436504729846
22 6 0.0094329151076774
22 8 0.0047781309478366
22 10 0.0127578049734958
22 12 0.0082913530972134
22 14 0.0045053828326437
22 16 0.0046951614817377
22 18 0.0032377354015330
22 20 0.0024586683012421
22 22 0.0012721096917149
23 1 0.0033998148174138
23 3 0.0045001905081114
23 5 0.0068869901384231
23 7 0.0057593439602220
23 9 0.0031039440664668
23 11 0.0048554510987893
23 13 0.0079593266262550
23 15 0.0025122712547424
23 17 0.0025692452379638
23 19 0.0028445997641797
23 21 0.0020723549892551
23 23 0.0016235107055893
24 0 0.0027252222531880
24 2 0.0008323508645862
24 4 0.0035034211934328
24 6 0.0082400681791335
24 8 0.0033829948102673
24 10 0.0092596967267349
24 12 0.0077272806096885
24 14 0.0066410324933948
24 16 0.0058513762548945
24 18 0.0037731695999109
24 20 0.0036312151917660
24 22 0.0022509039009201
24 24 0.0015645394002812
25 1 0.0017029046351850
25 3 0.0021701000821298
25 5 0.0046133057864268
25 7 0.0055904967917712
25 9 0.0028382091587198
25 11 0.0040229211412077
25 13 0.0061777094833030
25 15 0.0039167330752323
25 17 0.0033779087707730
25 19 0.0032079771457085
25 21 0.0027668010787081
25 23 0.0018194849716332
25 25 0.0016652398703352
