0.017750 7.819912
0 0 0.0614120382764026
1 1 0.0081452805789075
2 0 0.0414700047759683
2 2 0.0194827779729665
3 1 0.0144522989791083
3 3 0.0092565927306323
4 0 0.0081031320210430
4 2 0.0044219138643784
4 4 0.0109825127820563
5 1 0.0053876656221817
5 3 0.0187519163819459
5 5 0.0059631043857875
6 0 0.0018929788853796
6 2 0.0057806438334500
6 4 0.0271505561412176
6 6 0.0179616488703083
7 1 0.0161783045354670
7 3 0.0217025852085113
7 5 0.0072765420379826
7 7 0.0099266146714424
8 0 0.0040337695343859
8 2 0.0278534362104598
8 4 0.0344934633931979
8 6 0.0258002854458966
8 8 0.0149469008851846
9 1 0.0095127426290593
9 3 0.0074171068237776
9 5 0.0120339241620820
9 7 0.0188470149479520
9 9 0.0071046057966806
10 0 0.0027455267184187
10 2 0.0253008841283787
10 4 0.0242988264909105
10 6 0.0392417361153204
10 8 0.0234949552378717
10 10 0.0113876759768085
11 1 0.0101359467329923
11 3 0.0220566366932193
11 5 0.0129466371452817
11 7 0.0252509089461238
11 9 0.0062317988597422
11 11 0.0102121043267470
12 0 0.0020226175622555
12 2 0.0137904927856312
12 4 0.0153800015054263
12 6 0.0297090590230372
12 8 0.0282214512266839
12 10 0.0114291558114044
12 12 0.0109556477791506
13 1 0.0095149448263429
13 3 0.0232914387134042
13 5 0.0092964847065812
13 7 0.0200341642591490
13 9 0.0066550266505996
13 11 0.0102469416837102
13 13 0.0066725928902056
14 0 0.0058196477154934
14 2 0.0090655632984736
14 4 0.0110661390405560
14 6 0.0133263893240649
14 8 0.0247450654664720
14 10 0.0125487902372244
14 12 0.0096670249866581
14 14 0.0062161457697352
15 1 0.0040460387327003
15 3 0.0143700235873105
15 5 0.0070938586267402
15 7 0.0107522579516800
15 9 0.0061081565999762
15 11 0.0088311781654932
15 13 0.0044855072196677
15 15 0.0023214431222516
16 0 0.0038331212219623
16 2 0.0064984133338886
16 4 0.0074093816811122
16 6 0.0067447322155863
16 8 0.0129797751077414
16 10 0.0120012667832200
16 12 0.0088529298115302
16 14 0.0049443577086454
16 16 0.0027503993437147
17 1 0.0015213739714168
17 3 0.0094388587238178
17 5 0.0058592023134825
17 7 0.0050768005299833
17 9 0.0035490143673640
17 11 0.0068683709428329
17 13 0.0032793556241881
17 15 0.0020926667156362
17 17 0.0019067303472251
18 0 0.0002729088498846
18 2 0.0027457317166543
18 4 0.0073169982216487
18 6 0.0075270872495174
18 8 0.0050844418629213
18 10 0.0098407071562369
18 12 0.0100302889842597
18 14 0.0035638265397273
18 16 0.0016500913323403
18 18 0.0016199994302578
19 1 0.0012514060717949
19 3 0.0092897320235993
19 5 0.0073857533278975
19 7 0.0035739667918405
19 9 0.0032843822085606
19 11 0.0042907560203451
19 13 0.0031143592837830
19 15 0.0024594368270175
19 17 0.0014915963634697
19 19 0.0016537496625888
20 0 0.0012645951570083
20 2 0.0021557506144201
20 4 0.0081215747482092
20 6 0.0063829367004637
20 8 0.0029849490665875
20 10 0.0083933114011496
20 12 0.0082079421440199
20 14 0.0054205944017953
20 16 0.0032069890232283
20 18 0.0020534521647432
20 20 0.0019343857189652
21 1 0.0045188189359439
21 3 0.0076100711264194
21 5 0.0067982401860040
21 7 0.0052368826293247
21 9 0.0050484594091285
21 11 0.0030970932247980
21 13 0.0038343807645959
21 15 0.0037680401114134
21 17 0.0029742189184884
21 19 0.0026661882144564
21 21 0.0028231387164665
22 0 0.0021629463536666
22 2 0.0018733030277480
22 4 0.0074520417062374
22 6 0.0033992318690278
22 8 0.0044831781553813
22 10 0.0050047974365421
22 12 0.0064649395464699
22 14 0.0064013861238078
22 16 0.0042498936527610
22 18 0.0031998015792762
22 20 0.0020115925362932
22 22 0.0021463630206804
23 1 0.0044912464760147
23 3 0.0032325854730597
23 5 0.0062343184290622
23 7 0.0053172687425919
23 9 0.0045328574502207
23 11 0.0049492089204492
23 13 0.0045985310381649
23 15 0.0046190753641197
23 17 0.0033251640005776
23 19 0.0026646267085967
23 21 0.0031950594375672
23 23 0.0027016659693952
24 0 0.0014873273379572
24 2 0.0029249773678107
24 4 0.0061877224643174
24 6 0.0055923649447663
24 8 0.0065017780582845
24 10 0.0036421780360581
24 12 0.0071832160608030
24 14 0.0080947175364499
24 16 0.0056356095584457
24 18 0.0034131715308525
24 20 0.0035818264636535
24 22 0.0026124159604189
24 24 0.0022978008389951
25 1 0.0026351498213958
25 3 0.0019416305700844
25 5 0.0080272424585585
25 7 0.0033261520026000
25 9 0.0036833574984459
25 11 0.0052438905552175
25 13 0.0043783802825850
25 15 0.0056804219294874
25 17 0.0060343061184797
25 19 0.0030690446141493
25 21 0.0032436112997000
25 23 0.0037550866518463
25 25 0.0029617078688073
